User Name,Review,Rating
Resmay Jacalan,Good game,5
R.K Singh,Excellent,5
Glenn Mandawe,"still a good game,maybe it's time to adopt the play earn crypto into this platform.",4
April,Good game just add more troops,4
sneh prajapati,It's too fun,5
Mohid Abdullah,Tremendous,5
Thini Nini,Perfecrto,5
R Kar,Good game,5
Ken Lopez,This game is awesome 👌 and this game make me happy 😊,5
gamer c.,"Im a old clash of clan player. This game was fun until the updates bug. Number 1, every time i try to go in the game it wont let me i wiped my phone and doenload the game over again and it still wont let me. Im at townhall 10 and i was past champion now i cant play the game i allways loved. If u can pls fix that issue😔",3
Padmaraj Snkv,Op,5
Mr Fever,Very fun game,5
rowena tubali,Its fun to play,4
Saroj Lamichhane,good,3
Tamal Sardar,Good,5
Nivelle Villanueva,nice game i love it,5
Daw Daw,hi 11 ♥♥leven,5
Jason Malek,Nice,5
Berlin Ber,Vara level,5
A Google user,To make Facebook chat box in coc be cooler,5
Josh Shaw,Fun for al ages,5
Sabbir Sany,I want spin system..........,5
Rudra Kumar,😇😇,5
Udit Tanwar,Ok,5
Annapoorani Annapoorani,Super nice game,2
Maidha Akter,good game,5
Vyper,Pretty good just takes really long to progress,2
Unity Gamers,This is very cool game but I face some problem coc is not opening I am trying to open coc but coc is not opening😔😔,5
tan polyda,ល្អលេង។ លេងតាំងពី2011,5
Zoirshox Rozmatov,It is good game thank creators😉,5
Jerome Genova,kokokop,5
Samarah Senadrin,It would be much better if it wasn't so expensive.,3
MOHIT OFFICIAL,Nice,5
jhay'r zuniega,need Global Chat in this game,4
vaibhav kakde,Epic combat statergy game 🎮🎮🎮 🎯 l love it,5
iM Cloüd,Its been 6 years since i start playing this game and still one of the best game ever...The Support shift is very helpful when my account got hacked and they help me to recover it and now im to play this game. The removal global chat have a big impact in terms of communication and social interaction between the players and i hope the devs will consider to bring it back.,5
Dark Warrior,Power full fast building,1
boeni Sidhu,Ok,5
Tanbir Ahmed,😊🏆,4
Ankon Das,The game is really good ❤️🥰❤️,4
YooHee Jung,Good,5
Mohamed Muaaz,Fanatastic Gameplay,5
Raymund Ambrocio,Nice games 👍😊👍😊👍👍😊👍😊👍😊😊👍😊,5
AMIN NRN,Goood,5
Kaveesha Malshan,Best game for me,5
Klaus Dayne,Good,4
Rodney Tolibas,Its goods,5
Daniel Mugogo,Great game.,3
Kitsumyn,Noice :)),5
mond ocmpo,solid,5
Christopher Jude Dadag,Wowww,5
The Bird,Very Bad 😔,1
Rs Dibbo,Supper Game,5
Acidic_XD,"Been playing this game for about 3 months and absolutely LOVING it. A tip before you download the game is for you to take your time. There is something called ""rushing"" where you put minimal effort into prgressing and upgrade what is called the ""Town Hall"" as high as possible. Make sure you upgrade everything as high as possible. In conclusion, fantastic game, hugely recommend.",5
A Google user,I love this game,1
Vishvesh Lamba,"I just loved this game.👍👍 It's very very addictive. But I would like to suggest a few things for betterment of this game 1. We should have a option for deploying clan castle troops at different places. 2. There should be a market where we can deal elixir or gold with other players. 3. There must be upgrades for builders so that things get a little faster. 4. For upgrading walls, I am always out of gold. We should a option for both gold and elixir for upgrading it. 5. Troops are brainless. Most of them go anywhere. We should have a option to deploy and destroy the buildings we want. 6. The troops that don't die during a attack must come back to our army camp . 7. Clan members should not be able to leave clan during clan war.   Keep clashing",5
rose Sampuang,Why i cannot play coc in vivo? Please😔,5
Black Death,Time wasting don't spend money on something that others can be able to decide that what to do with your account disgusting game account banned issues for no reason Nothing is true what they right after ban you account pushing or this kind of stuff,1
Sasidharan Krishnan,I like this game but i have a request that can u bring back the global chat again??,3
Mahmudul Hasan,Good game,4
Faiyad Ashfin,I love ❤ 😍 this game,5
Moses Saulo,Sophia akong loml,5
Riyazel Akl,Good game,5
prema Saripilli,Nice,5
Adithyan Adi,Good game 👍👍👍🏻👍🏻👍🏻👍🏻,5
xWreck,CoC,5
Md Tanzid,I like this game,5
Jesu Aro,Super,3
Ariel Bation,Icnt update,3
Xbox 999,Very gay i lost my 1st round in clany warsy. I cried for 1000000 hours 😢 😭 😪 😩 🤧 😞,5
Lenard ArinaL,Hi need gems,5
Mr. Aytrik and Bappa,#opgame,5
KentClark Rañises,Gg,5
Noah C,very good game it just takes a lot of time to get maxed but fun for occasional grinding,5
Kak Okok,Good,5
Sajal Garg,"I don't have words to express my feeling for this game. I just don't play it, I feel it. The community is polite and good... unlike other games. Interesting Events makes me endlessly play it. I never get bored out of it. The village is like a child. It grows in front of your eyes. ♥️♥️",5
Haider Ali,Love,1
ALAND 999,THE GAME WAS GOOD NOT BAD,4
Munna sha,Nice,1
Tusar Bormon,Uttdsjgdftjddrrrffxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxzzzzzxxxxxxxxxxxxxxxxxxxxxxxxxxgufghyaushshtxieishsgsusishhsydhehehhstdywiwisjgsysiwjdhydusjehshehhejsodudhgsudjdbgsisjdbhxudjsjdhhsjsjsjsishwnisuxhsjjsjsjdjjjdjd DDS uehhdhdidhebshbd fhdhe fbjd dbd. Jenrjdejej. Uejddnhdhuxjejdjduegbebeududbbdududhdbdbdhdhhdjdhsbeuhbhvkshekvjshsvgdjvejicegifevjsbhiscigdbjddv ok dbkvdjcdhvshkvshvhkshshcsjvshcsh h sobehivvhsh sh sih hvsjkvhsccgehehowovfsbhsh svih ivskhvsihvehvgisgsbohos,5
Shanthi Subramani,East or west coc is best,5
Keyana Rashidnorozi,Best game🏆🏅,5
hidayah yandistia,When Love and Hate Collide from Def Leppard I like.,5
Louistv,oo,1
Tejas Ahire,Mast,3
J Diaz,"The upgrade timer is a serious problem... If you guys think it's bad at TH6 try waiting 11 Days to upgrade hidden teslas on TH12. And at this point of the game even Gems don't help unless your spending $100 at a time.... // other than that ,i really wish they'd bring global chat back so it could be easier to start and find clans.. I'm not sure when they took it out but it sucked not seeing when I came back to the game",3
Visal black,So good,5
Albin Manoj,It's so fun,5
Prio stah,Very much well but one thing this game is so time costly😪😪,5
Amboii Manuel,Playing since 2014 hehe,5
MaL HaN,Yeah,5
Ko Lwin,Good,5
Samsu Uddin,Nice game 👍,5
Harsha Mestha,Yes good game,5
Raghvendra Gurjar,Very good game,5
Randy Santiago,Still the best game 4 me,5
GKS GAMING FF,SAB KA BAAP FF,5
John Rey Rosales,Ok cool,5
Papon Molla,My Favourite game,5
KIMI DAN!,5 star if you can give more code reedem😍,4
Bhagawati Tamang,its amazing,5
Tushar Gajewad,Yooooooooooooooooo,5
Wyka Vanjava,Not bad,5
Zordar Gaming,This game is very good,3
Nusrat Jahan Putul,Good,5
MD Nasim,Very good game and crazy,5
MITHI TITHI,"Fake game's, i kick this game..😠😠",1
Pratik Raj Borthakur,Varry good game 🎮,5
Ricci Lourenco,Best game ever I like I it is very fun on road trips and 10 out of ten,5
Dexys FN,Epik,5
JamesXcloudsYT,Really good game! No lag or bugs. Teaches you a lot. Defo recommend it to you!!!,5
rock chanth,Very nice 👌,5
OP SWARUP,Best game,5
Adil Tas,It is fun to mach fun 😁😁😁😁😁😁😁😁😁😁😁😁😁🏆🏆😁😁🏆😁🏆🤝,5
Mohamed Nasser al sheirawy,ليش ما بتعملوا روبوتات في العاب سوبر سل اعملوها في كلاش رويال او في كلاش اوف كلانس,5
VINODCHANDRA MAKWANA,I like this game because I like to make stratargy for enemy,5
Uranto Pakhi,I love game,5
Favour Umejike,The game is really nice,5
Jinia Sharmin,Gg,5
Khidir Julian,"Uhm.. Can we adjust resources out of the clan castle? Cuz I don't want the gold and the elexir all out when receiving, or like a bank?",4
AKSHAY N. V,Its good and excelent,5
Dream Studio,"im giving 4 star because it has not voice message service ! like pubg ... it will be great if the coc team would take voice speaking services to the coc players . anyway it is fantastic , superb, super ! i love the game ❣️ #Thank_you ! #from_Nepal 🇳🇵🇳🇵",4
Aarom_al1-2_3 Aaromal_al1-2_3,Good for playing,5
Jack Sumi,"I love this game but it's been long time since I played this game and try logging in but i didn't receive OTP in my mail even after trying contacting developers, Nothing helps! COC company is dead I think. I miss my old days",1
Arjun Verma,Game Doesn't boot since 2 days.... on Samsung s22,1
Isaac Lasaganibau,The Game has changed alot since I last played it 💯,5
jamie cronin,"Game is additive. I also pay for the monthly perk which can be good although it is making me sell my free gold and runes for gem when I don't want to, telling me I don't have room when I really do. I wouldn't be to annoyed but I do pay for this which it's pretty bad considering I'm not getting what the game is promising, would be a 5* games but this is making me want to quit my subscription",2
Sonuu,This game very good and free fire game is fail because best game is clash of clan,5
Vijay Gidiya,Very bad game,1
Dhamodhara Kannan M,.....😍💘,5
Mahmoud Salah,Good job 2,5
Punam Nyaupane,No 1 game,5
Ayush Gamer,Worsted game,1
Riyajuddin Ali,Fantastic game,5
mutasim islam,Rlly fun,5
Chester Castillo,Nice game this the best game ever,5
Marcelino Calica Jr.,It take too long to download. Tnx.,5
Rampat gamer,ITS COOL,5
Hminghlu Pangamte,Great,5
Vijai kumar Mishra,Amazing,5
Saw Ser Eh Do saw ser eh do,verry good,5
Puskar Basak,Excellent 👌,5
Kenneth Mosquera,Good game!!!,5
Jevensen Mandapat,Umm.... Can you pls bring back worldchat oh and can you pls turn pekka into super troops I want to see what it's look like😄,5
Jackie Chan,Its really good and creative and more enjoyable when playing with friends,5
Sawadan Mark Angelo,Its a very good and nice app😘,4
Lauri Häkkinen,Omg vi*** siistiä supercell!,5
Jaypee Bolivar,"Since I was TH 6 all that I found on multiplayer,was only 9 below trophies sinces it's also TH 6-8.Then once my shield remove enemy attack my village then 33+ trophies will minus..it's so unfair because they're TH 8 then me TH 6 only and 33+ trophies will minus...After that I try to back my trophies by finding in multiplayer..but it's so unfair Im almost 1 hr. to find 33+ trophies but it's ony 9",1
RAHUL FF,I love you 😘,5
Rajesh kumar,I love this game,5
Farid Ahammed,Old is gold,5
HALGORD HASHIM,Best game in my opinion cuz it us a strategy game more so i love it,5
Ganesh Devgharkar,Give me 2000 gems please,5
Pratik Kumar 2017,Nothing is better,5
afifatasmim afifa,It’s my favourite game. It’s a Very good game. There is no problems or issue. Please Install it.,5
You Me,Not good,1
wolfy_ hunts,CR better,2
RED CLUE GAMING,this game is very nice,5
Shendrit Ahmeti,The game is good it's just the world when the go to level 11 is it can't be upgraded normally,5
umut boyraz,It's so good and never gets old but if you don't have patience you can't handle this game,5
Monika Tyagi,👍👍👍,5
divyanshu shakya,Very nice game 🎮🎮🎮,5
Ñàbêël Àhmēd Zïâ,Dont your time on this game i wasted alot....always new updates for townhalls...if their was zero star would be the first one to give,1
Dar adl,I love this game <333,5
Himanshu Verma,Loading problem 2GB RAM,5
Azaria RANDRIANARISOA,nice,5
Raihan Kabir hridoy,Varry nice,4
Kmc Yt,nice game,5
AK GAMER,Pro v. Bb. Prooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooppopoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo Game,5
Krishna Avtar,Nice,5
NITESH GAMER,Best game I have ever play,5
Munni Jitendra,Very good game,4
Pranjal Kumar,Very worst game,2
Veer Narsingani,OP game,5
Tino MP,Very good game,5
BUBAI ADHIKARI,9vo,5
Sohail Khan,It is a very good game,5
Abdulrashid Ibrahim,The game is the best none can replace it,5
Ali Ebrahim,أنا لدي مشكله انها تستغرق نت كثير اثناء اللعب,4
Manju Piyumal,Yy,1
Prince Ghosh,World best rpg game,5
daksh karkera,Op game,5
ARDY DN,mantap,5
Gardose Roberto,I DONT HAVE EXPERIENCE ANY BUG OR WAT ISSUES... THIS GAME IS GOOD AND VERY CREATIVE GAME AND THAT IS IT..,5
vip vip,Nc,5
Aditya Raj,Very nice game outstanding,4
Alley Bolando,So very nice game,5
Knight Creation,hAPPY,5
Bhagya NC,Super supercell,1
A Google user,This is the best strategy game I have ever came across...... Thanks Supercell Team for creating such as great game..,5
Asha Malpute,✌️♥️😍,5
Mark Kean Miranda,Tt,5
Rajendra Verma,Best experience,5
Kushagra Sharma,This game is really very entertaining!! I like this aap,5
sanjay thakur,Cool,5
Oyon Oyon,হহওপ,5
Mahdi Eslami,Good 👍,5
Info3kurban Ail,Ritunlalkz.dj rinsi..ciiwj.xzksmalwjwnsjd dkdndsksmdorknrtn.q1p2nufe. 2wpiylub 2onedidn wsindnro ekdbgmo eosjyne asdfgub12kdh sjz fdjzmzzdmld wojindntmdld0mevwodjdjrrb ojrjrbtrkdlfllfm32pm3prnrutn GB slspsjfntmrlkrkrmrbbeojbgnbblxkdjfjnfila Gb8 sij ritu,4
Md: Rabiul Howlader,MdRabih,5
Mathin,Hi very good game,5
sudip Chakraborty,Bad game,1
Ankit Jaiswal,Good,4
Ankita Rai,Best game...I just play this awful game and it is literally one of the best games,5
Rajshree Chetan Mehta,Good game,5
Aminath Razeena,Mi varah feyku. Budhu jahaafa hunnanee ehenve ma huttaalee,1
Sabab Ahmed,Beautifull games,5
Sayooj Garrix,Add an option to buy scenery with gem,3
Rekha Sharma,Osm game,5
Venice Macahusay,Heeehaw,5
Lim Guo Ze Ivan,"COC support the Iran Islamic clan cheat the winner in clan war, given them always easy to win all the Clan war competition. I Not will tolerance this matter. I also Not will acceptable the not fairness results by Coc. Very brutal !!! If you still given privilege to Middle East countries to win All the competition, supercell please get out from Malaysia. Due to supercell very love them, please go for them. What's the point still at here? Please get out here",1
Raphael Escota,This Game makes me fun,5
CRAZY Gamer,Op,5
Yash Dixit,He is a very Tate game kyuki ya chalu hi nahi Ho raha isko to ban hona Chaiya isa aacha to ma ludo hi khalu aur ma is game ko 1 be star nahi dana chatatha par post hi nahi Ho raha tha isliya muja 1 star dana pada 😭😭😭😭😭😭😭😭😭,1
KrishnaIyengar alwan,Plz give me 5000 Gems plzzzzzzzzzzzzzzzzzz my name in coc is Gaint,5
Bikash koirala,GOOD GAME𓂸,5
BALA KRISHNAN,This game is very fun moment.,3
Prakash Davane,Ok,5
Albert Licayu,i enjoy playing,5
Acejo Zallan,Good,5
Bengie Rosas,I like this game,5
sasmita malik,Ver nice game,5
Fraz Hashmi,Superb,5
Winner Oluyemi,This Game is so cool and interesting and if you are looking for a game to make time pass this is it. if you have a castle go to the clan called CLASH OF TITANS you will see someone called Fairy tail . This game is just so awesome,5
gamer official,Superb game ever this game is for legend players,1
TRP GAMING,The wonderfull game nice ❤️❤️,5
Satish Kumar,Good,5
Aapan Ji,Coc best game ever nice base idea,5
Craig Brooker,It's a great little game always come back to it. Only thing I feel needs alot of work is combat balancing. Especially in versus mode... im going up against builder halls that have defences I haven't unlocked yet which I find pretty unfair puts me at a disadvantage.... surely we should be pitted against people who are evenly matched?,4
Dilru Dilru,Super,5
FS Niloy YT,Nice game,1
Aung Myo Min,Good game,1
Lakshmi vittal Nj,Very good,5
Tawheed Hassan,There are million's of request for Bangladesh national flag but won't get it yet.deserved 5 star after new update but giving only 1 for that.,4
Jxkub,Verry fun,5
Sk ইমতিয়াজ,Nice game,4
Adrian Abad,Nice Game,5
MD Mishu,Nice,4
Virender Singh,OP game of my life,5
Ravidra Sharma,Coc is very good game it's is very superstike game anybody will join our clan our clan name DReamo__boiz pls join our clan,5
Dragon Master,Nice game Bast of Clans game,5
Anirudha Yadav,Mast hai game yaar,5
Aman Singh,I like to play it,5
LAKSHYA Anand,Nice game but improve video quality and add some new features.,4
Nika Mazmishvili,Good game,5
Pinki Bhumij,Still the best,5
Gian Paul Buctuan,It's a good game!,5
TRH Kill,I bean playing this since 7yrs old It's never get Bord♥️,5
Moti Rai,very good game,5
Aryan Shrivastava,Must play it,5
Rajansingh Tomar,4 Bfg,5
Toton Sk,Fjvi ok with,5
Md yakub,Nice game,4
Abdullah Mollick,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,5
Azhy Osman,I like the game,5
Steve Angeles,This game is sock i have strong signal but its saying no connection internet please try again its saying dat so suck,1
Jatin Rathour,Itz very beautiful and nice to see and play,5
Lady Fae,This game is great,5
Shanto Islam,Best game,5
Rogelio Leonen,Its a fine game for now I dont know about the late game ill come back for a review,4
Gb Muthu,Nice,5
pro isa pro,Best,5
Bd Abid,Best,5
Afsha Mehdi,Op,5
Rani Arya,So good for war,4
Mathanraj Mathanraj,Good,1
Phanter Mairina,A guest it's a nice game for those who's willing to wait and I love when I see my base starting to grow strong and still growing stronger I hope more people will see how interesting this game can be and hope that you lower the upgrade time so that more player will play your game and I have one more suggestion plz bring the global chat back 😔,5
Joel Depra,Very Good,5
Aftab Ahmad,Fantastic game . Too much possiblities and many troops.,5
Ikram Amin,Ok la tapi kena banyak update,5
Digi,nice gameee never make me feel bad since 2017,5
Raju Ahamed,This is better than freefire because freefire is illuminate and iam a Muslim!!!!! So its perfect for me....... Love you coc❤❤❤,5
babloo khan,Very very nice game high graphics,5
mdjahid Khan,Good game,5
B Bjj,Lola game Lola,1
Arun Phuritshabam,"I have been played these game for 7years since childhood days... These is awesome game, there is no need to high or low device. Its keep clam n clearlity... So respectful game i like its....",5
Hau Tawng,very good game,4
Astitva Rajvansh,I wish there was an event on Holi 😞,3
N,There should be flag of Nepal .The production of elixir should be more than others. Available more builder (instead of 5 there should be 7 or 8).The troops take a lot of times to trained that should be fixed🤗.,5
dipti Vashisht,I love coc 🥰🥰🥰😘😘😘😘😘 my favorite game forever,5
reetik kumar,"I have lost my account, and I have given them every detail they have asked for but still they cannt find my account",1
Mohan Satya,great game,5
Ss Gamer,Oh. ...... Oh...... Oh........ .... Hmmmmmmmmm....... Hmmm...... 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,1
Ahmad Mohammadi,Best game I have played,5
thar lay,😃😀😀😀😀😀,5
G gaming point,My first ID is lost I make second ID,3
JustAngryErik,"I can't even load the game anymore, it loads to the middle then crashes, I used to play this game everyday at school and at home and now it won't even load anymore. I tried multiple techniques to try and fix the game but it still won't load, it used to be 5 stars but now I can't even play this game",1
Ankit vashist Pandat,Ankit pandat,1
Aritra Dua,No complain....yes I have no experience of loosing any account..so no idea how the help and support team works..but yes some players hack the clan itself...or else hacking the leaders account and then all the hardwork to grow the clan.....just left with wastage of time so please try to avoid these things....and the most frustrating thing is that the upgrades in higher th say from town hall 12 the upgrades take almost 2 weeks ..... really very frustrating......please reduce the upgrade time ...,5
Ashik Hasan,Good game,5
Bibek Kammu,This game Suck on my moble,1
Francis L.,Please back the global chat,5
Aditya Kumar Yadav,Best,5
insane tv. official,Very nice,5
Talisman Maintenance,I love this game🐺,5
Sahil Arora,Dont waste your time,1
ARUN CHIKHALKAR,.जनजगन्गग,5
Lisa Post,In Real Life,5
Chris .-,Suck this game,1
Genius Wand,Very nice,5
David Massey,Love it,5
Akshat Srivastava,Pubg walo ne tumhari achi maari,5
Peter John PARAJAS,Fooking good,5
Justine Rossey,Best mobile game to date 11/10. Trying to convince my girlfriend to play more often,5
Yabu Dereje,Yabu 10,5
Rushab Chauhan,Nice,5
Jahed Hasan Tarek,Good❤️❤️❤️,5
Dakshita Bani,Too much time consuming,1
Gohar Ali006,Love this game,5
SUMIT SUMIT,Five years experience in this game,5
Sunil Sankpal,This is verry intresting game,5
Kushal Tamang,wow,5
LEGEND EAGLE,Op game,5
Keisha Iskandar,aku suka gem nya,5
BD STAR FF,this is awasome game .. i will this too much but my 1st village is lost why its happend .. please check������it is a very bad game my 2 village is lost why i will sttop playing the bad game,1
Jul-amri Maseral,This app is great,5
Clint Edward Ariate Odal,Cool app,5
Tanvir Ahammad,This game is very best game cause this game is teach us that what is mind Power cause any attack stataragies.,5
Bagus Hasbi,Amazing game! Be Patient...,5
Yoga Aulia Pahlevi,comeback,5
D Sravani,Good game,5
SI Easin,Gd game,2
Fencio Banug,Very smooth,5
Uzair Pakhtoon,it is one of the best game in playstore but the problem is that the army will train in very long time after th11,5
Adisalem Dereb,This is very very good game,5
Babli Mathur,Nice Game,5
V.BHARATH 1396,👌 👍,5
Isfak Kousar,Good,5
Rahatul Hassan,I Give 5 Star Because it is so good and very ammagiog to play,5
Joanna marie Dumpa cabaluna,Nice,5
Sniper AWM,lumayan asik,3
Ali Mohammed,best game after many years of playing,5
Rehaana Mirza,Very well game,1
Nikolai Belenski,Pretty much I like it,5
Dylan Lock,Good,3
J.saadhika Sree,This game is very intesting so game is very nice,5
bryan floro,It's nice app game play I enjoyed everytime that I attack,3
Mel C,Fun,5
Kira Yosikage,deez nuts rea hgoof,5
Vasanth manivannan,Wost game 😖,5
Ahsan raja123,This is very good game I know,5
RACHIT SHORT,Your best app clash of clans,5
Ruchi Bansal,This is a very beautiful game🎮🎮,5
Natividad Aldrin M.,they banned me for phishing when i asked them for help getting my alt th14 recovered. i even provided them with all the information they needed. i think they have some mistake to my answer who just dont want to do any work or something,1
Anam Athar,Gjr,1
bishnu mallah,Boom💥,5
Seema jadhav,So much noooob and tati,3
Abhijith Lal,Super🎁🎁🎁🎁❤️❤️❤️❤️😥😳😳😳😳😳😳😳😳😍😭😭😍😍😍😍😍😍😍😍😍😍,5
Baconboi,Cool,5
Willie Cenit,These game is pretty good,5
Mohd Amaan,Tt,5
Prashant Magar,I love this game,3
Swayam Home,Best game,5
Valentino Francisco,gg,5
Aryan Kaushik,Nice game,5
Tr Bhatt,Nice game,5
Naitik ff gaming,Wow,5
Utkarsh Tripathi,👍👍,5
Sumon Hossan Game,Wosam,5
Hafiza Fatima,Love game,5
Avi Goel,this is a nice game,5
Yuvraj Singh,Nice game,4
Afrasiab Fraidoon,عالیییئی,1
Alli Sharada,It is good we also play 5 years child,5
MADM 07,GG,5
Bbsbsbs Bshbebe,I love ❤❤❤❤ clash of clans,5
Levvi,Nice,5
Shahab Azizi,Nic,4
Abu Talha,😀,5
Sumaiyah Maulid,I really enjoy playing this game.......I'm sure no-one will regreat downloading it......I get a chance to play with my friends and its soooooo cool 😎,5
Sanvith Gowda,Op😍😍😍😍😍,5
Sahil Yadev,Game bad no wark 😠😠😠😠😠😠😠😠,5
"Ayush Chand, X B",Clash of clans Never dissapointed 😊😊,5
Umesh Chauhan,Op,2
JAPINDER SINGH,Ghaint,5
Karma Tshewang,Good,4
Sandhya Varma,Op,5
Majharol Islam,Bad,1
Md Hasan,I love game,5
Santosh Tiwari,Nnm,1
Tyniesha Willams,"My account has been hacked, and I am asking for for help. I need to know my information is protected.",1
Shadow Anthny,I like this game it's fun to raid villages and build your own village what I'm not so fond of is the pay to win aspect unless you pay for gems the game goes pretty slow will building needed to be upgraded and troops needed to be trained over all not a big issue though because once you finish something you're doing it feels more rewarding,4
Md Kaiom,Nice😊,5
Jathin Rao,Ok,5
paing min khant,Good,5
Mg Mg Aye,Excellent game.,5
Aries De Guzman,good,5
Dustin kian Gacus,Nc game,5
মনোয়ার ইলেকট্রিশিয়ান,Awesome game i like this..... National Flag Bangladeshi chaia plz,5
Haeriey Mohd syazuewan,Bread,5
Thiha Kyaw,I enjoy playing this game,5
Fultusi Santra,I love this game,5
Yash Amarsela,Nice graphics,5
Solomon Giriha,"I love this game, its simple not too much going on and its competitive as well in terms of Trophy wins and ranks. You build up a society from scratch and thats impressive. It has less violent scenes too.",5
Sanjay Dhable,Good game for me 🔧🔧🔧🔧🔧best,5
Aman Yadav,Nice,4
Raghul R,Super game,5
Syauqi Fadhil,Network error bapakmu,1
Dipanjuli Sonowal,I love this game,5
James Goldsmith,😐😐😐😐😐,2
Vedanta tikhe Tikhe,It's really good,5
Arsh Gaming,Op game in play store,5
brix rigodon,great appppppp for mee ye#ssssssssss,5
Somio Sarkar,Good,5
Amir Pineda,"Uno de los mejores juegos de clanes, espero volver a los 25 años :')",5
Nyi Nyi,Okok,5
Hem lata,"Hey, supercell this is may be weird but I played clash of clans for 45 min and it consumes 212 mb ............, What the heck is this dude. 😶😶",2
lucas cantwell,It's an amazing game and you have a lot to do!,5
Shefali Gupta,Op,5
111 G.Harish,I love this game this is the best game for ever paly these game,4
Hari Hari,Best game,5
Nico Medalla,nice game,5
TANVIR HUSAIN,Nice,5
Julius Christian Curameng,👍,5
Naveen Navi,need global chat again....why it was banned .....all coc players need global chat.......give global chat update & clan name change update....,1
ƈ.ƈɦǟʀʟɛֆ ɮɨռռʏ,Nayamunganu irukku old is gold mame😍✌,5
Prince Khan,Nice,5
Bhupendra Bhardwaj,Ok,4
Ajmal khan,My id why not change? I try some time,1
Nitesh Mishra,Nice game for Battle each other player Online players Personal clan,5
EMERALD_ Floresta,good,5
Viraj Choudhary,Best strategy game ever!!,5
Thelast One0093,Ok,5
Victor Ramirez,This game is so cool you have you're own village and you have archers and cans to protect you're village,5
Jahid Hasan,When i entered this game still loading and waste my time...,2
Prachurjya Chakma,This will be the best game of all the time...,5
Shawn Martin Dulliyao,"Dear Developer, I cannot access my old account, it says supercell Id cannot be found, what would I do?? I spend a lot already to that old account",3
Lasha Sheklashvili,"This game is very good game i like graphics,startegy and other.",5
Joey Frianeza,I like very much,5
Raju Parui,Good good game,1
force fly,Perfect,5
Manfo Gaming,I love this game it has so much content and it never gets old,5
Md sagor Mollik,Nice,5
Learns Fact,In this game upgrade price is very high . The graphics is better I requested to supercell in the future makes coc 3d just like loading frame of th14 in the background please works on the 3d in coc please. Thank you 💘,5
VIVEK SNIPER GAMING,Op game,5
masud pervez,ok,4
Raje Fadhil,Goodd,5
Arun Sharma,Ma ki chot,1
Orsyl Obenario,I love this game,5
Mohsin Morshed,Best game.i like this game,5
Kim Oliver Cabaguing,I played this game since 2016. I just didnt recover my account so I started again. Great game!,5
Aadesh Bageshwar,Best game ever played.,5
Aftab Edits,Mst Game Hai I like It,5
Harsh Chowdhary,Bdhiya game h 😎,5
Praveen Raja Paigwar,Nice game,4
RAJENDRA singh Bisht,Iam play this game after3 year and my village all my friends and big brother playing this game but,5
Rudyard Jukuy,"This game is Cool, I have played this game for 5 years, and still love it, and i still misses the Global chat, it is fun to chat with other players or invite them to your clan, Global chat is fun specially when you wait for your troops or for donate, i would really recommend for Global chat to come back.",5
Manish Hajra,nice,5
Zakietuolie Mhalekhotuo,I'm not able to login in my account please fix it.,2
Misu Bagom,My love this game👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
Pradeep Parajuli,Add national flag of nepal 🇳🇵🇳🇵🇳🇵🇳🇵,5
Ashish Nishad,Nice game,4
Indu Gusain,This game is the best ever .I am playing This game over 5,5
Akash Dhanawade,This is completely partiality. Only providing more services who buy gold pass. Worst😩,1
Christina Russell,100% you should play this game 10/10,5
Aura Augustine,geat game,4
Sachi Park,😅,4
Japnit Charaya,very nice,5
Mayurakhi Kalita,Best game ever,5
Liena Fauzi,Best game,5
Eugene Camposano,I love the game,5
Sushma Bagle,Best game ever played,5
Rahul Sarawag,Osm,5
Sabal lay,Good 👍😊,5
Nutella Finas,Great game I'm lovin it❤️,5
Strandvag Tornschure,I need to show destroyed buildings on other opponents.,2
Wahid Sabiri,good,2
Justine Dingin,Can't start the apps:( and please update again,5
DG,hello can you please bring it back where you can access your old acc with facebook? pls pls I really miss it :((,3
